Title,Rating,Votes,Duration
462. Ronggeng Kematian,5.4,139,1h 38m
463. Jhamkudi,6.6,977,2h 31m
"464. Spider Baby, or The Maddest Story Ever Told",5.3,87,1h 12m
465. Spithood,5.7,1.1,58m
466. Poison Sangga: The Homewrecker's Curse,7.4,112,1h 58m
467. Aranmanai 4,5,2.3,2h 28m
468. Dr. Sander's Sleep Cure,6.3,682,1h 38m
469. 9 Windows,3.6,303,1h 22m
470. Obayifo Project,4.3,228,1h 11m
471. Alyad Palyad,6.9,1.2,2h 9m
472. Oculus,6,15,1h 53m
473. The Blackwell Ghost 8,6.2,376,1h 9m
474. I Left My Heart in Colombia,9.1,414,N/A
475. Ripper Revealed,4.3,160,1h 10m
476. Vampire Lake,5.2,129,N/A
477. The New Purge,N/A,N/A,N/A
478. Run!,3.5,102,1h 26m
479. Halloween: Season of the Boogeyman,7.8,27,N/A
480. Listen Carefully,3.4,138,1h 21m
481. Coven of the Black Cube,7.8,19,1h 37m
482. Bloody Ishq,2.9,2.2,2h 18m
483. Nearing Death,5.7,320,1h 36m
484. Purgatory Station,3.2,57,1h 49m
485. 200KG Vampire,5.2,28,1h 33m
486. Estela,7.3,13,N/A
487. Dinner with Leatherface,7.5,16,1h 46m
488. Migraine,8.6,24,1h 5m
489. The Family Business,8.2,24,1h 29m
490. Don't Open the Door,6.6,8.4,1h 27m
491. The House on Laura Anne Dr.,4.5,647,1h 15m
492. Pusaka,6.4,31,1h 30m
493. Hotel Underground,7.4,60,N/A
494. Horror Stories,4.4,49,N/A
495. The Omicron Killer,2.9,594,1h 38m
496. Chainsaws Were Singing,7.2,346,1h 57m
497. Pater Noster and the Mission of Light,7.2,125,Not Rated
498. Who's Watching,8.4,11,N/A
499. 404 Run Run,5.9,123,1h 44m
500. Bogieville,5.6,324,1h 48m
501. Betting with Ghost,6.7,51,1h 52m
502. Clown II,7.5,12,2h 21m
503. Spirit Whisker: The Revenant,5.5,41,1h 49m
504. THEDÆMON,6.9,37,1h 27m
505. Ma Da: The Drowning Spirit,4.5,192,1h 30m
506. Nyctophobia,7.6,1.8,1h 30m
507. Kromoleo,4,220,1h 20m
508. My Redneck Neighbor: Chapter 2 - Let the Games Begin,N/A,N/A,55m
509. Visher,4.2,364,1h 5m
510. Hutang Nyawa,6.8,64,1h 40m
511. Neon Fear,6.1,389,40m
512. Killington,2.8,165,1h 27m
513. Bigfoot,5.3,27,N/A
514. Angel with a Gun,N/A,N/A,N/A
515. For Sale,4.8,663,1h 55m
516. Ice Nine Kills Presents: Welcome to Horrorwood,8.4,28,1h 16m
517. Séance,8.3,7,1h 25m
518. No Voltees,5.5,206,1h 34m
519. Strange Harvest: Occult Murder in the Inland Empire,6.6,64,1h 34m
520. In Tenebras: Into the Darkness,3.3,172,1h 30m
521. Janji Darah,4.4,144,1h 44m
522. Trizombie,7.4,57,1h 22m
523. The Vord,3.4,64,1h 41m
524. Deadbolt,4.6,321,1h 23m
525. The Fetch,8.4,38,N/A
526. The Book of the Witch,5.5,102,1h 13m
527. Demonte Colony 2,6.6,4.4,2h 24m
528. The Thing,N/A,N/A,N/A
529. Salem Witch Doll,2.9,121,1h 16m
530. Feet of Death,3.9,225,1h 46m
531. Buzz House: The Movie,3.2,1.2,1h 33m
532. Shadows Side,4,124,1h 31m
533. All That Remains,8.2,9,N/A
