Title,Rating,Votes,Duration
359. The American Backyard,6.3,147,1h 47m
360. Faultline,5.8,74,1h 32m
361. Konchitsya leto,7.2,103,1h 58m
362. Three Kilometres to the End of the World,7,852,1h 45m
363. Raayan,6.5,11000,2h 25m
364. Shadow Land,3.6,453,1h 29m
365. Stolen,5.7,2.2,1h 45m
366. The Hangman,3.3,990,1h 32m
367. Anweshippin Kandethum,7.4,10000,2h 22m
368. 72 Hours,4.1,282,1h 27m
369. Ferry 2,5.6,3.7,1h 34m
370. How to Make a Killing,6.6,686,1h 49m
371. Heart of the Hunter,4.7,2.1,1h 45m
372. Murder at Hollow Creek,4.1,80,N/A
373. Please Don't Feed the Children,5.5,67,1h 34m
374. Escape,6.4,1.9,1h 34m
375. Saint Clare,7.5,88,1h 32m
376. You Shall Not Sleep Tonight,4.1,340,1h 17m
377. Believer,4.5,362,1h 48m
378. Escape,6.1,618,2h 9m
379. Previously Saved Version,5.5,407,1h 57m
380. Zero,6.1,38,1h 28m
381. Disciples in the Moonlight,3.9,630,2h 6m
382. Chime,6.4,2.2,45m
"383. Milk, Rice, and the Blood",9.3,43,45m
384. Held Hostage in My House,5.1,124,1h 30m
385. Vedaa,6,4.3,2h 25m
386. Junction,5.2,311,1h 38m
387. Possession: Kerasukan,3.5,277,1h 34m
388. Beacon,5.8,405,1h 36m
389. Dilemma,5.7,424,1h 24m
390. Black Eyed Susan,5,321,1h 25m
391. He Ain't Heavy,6,351,1h 42m
392. Blue Lock: Episode Nagi,6.6,2.4,1h 31m
393. Within the Pines,7.5,6,1h 13m
394. Continental Split,3.5,535,1h 28m
395. Salve Maria,6.4,441,1h 51m
396. Don't Mess with Grandma,6,147,1h 21m
397. Spring Garden,4.4,167,1h 30m
398. Karl Denke,6,74,1h 42m
399. Hellhound,4.3,492,1h 43m
400. 12 to Midnight,3.6,277,1h 36m
401. Familia,6.8,271,2h
402. We Are Wolves,3.5,256,1h 37m
403. Stranger in the Woods,3.5,1.3,1h 22m
404. Dirty Boy,8.4,19,1h 38m
405. Kanguva,4.5,14000,2h 32m
406. Fluxx,7.8,38,N/A
407. Sharp Corner,7.2,78,1h 50m
408. Love Bomb,3,253,1h 15m
409. Savi,6.2,35000,2h 6m
410. Maldoror,7.1,536,2h 35m
411. Hijack '93,3.8,843,1h 27m
412. Bad Fish,3.4,312,1h 24m
413. Sorgavaasal,6.6,1.3,2h 18m
414. Sew Torn,6.5,194,1h 40m
415. The Smile Man,7.6,1.5,2h 2m
416. The Monster Beneath Us,5.8,412,1h 43m
417. Baki Hanma VS Kengan Ashura,5.7,1.9,1h 2m
418. Till Death Do Us Part,6.2,269,1h 48m
419. Bystanders,3.9,267,1h 22m
420. Went Up the Hill,6.8,76,1h 40m
421. She Came Back,5.3,88,1h 23m
422. Out of Control,6.1,100,1h 51m
423. Butas,4.9,127,1h 52m
424. Despatch,4.4,4.4,2h 33m
425. Eat the Night,6.2,422,1h 46m
426. 40 Acres,6.5,104,1h 53m
427. Dead Mail,6.7,279,1h 46m
428. Beyond the Rush,8.2,374,1h 34m
429. The Long Game,7.6,53,1h 28m
430. Blackout,6.1,10000,2h 2m
431. Whisper of the Witch,3.9,324,1h 35m
432. Barroz: Guardian of Treasures,3.6,958,2h 35m
433. Why Do You?,5.4,402,1h 43m
434. Roadkill,3.6,673,1h 30m
435. Bade Miyan Chote Miyan,3.8,39000,2h 43m
436. Non Negotiable,5.4,1.2,1h 27m
437. Grassland,8.5,57,1h 28m
438. Thrayam,4.6,59,1h 54m
439. I Am Kathalan,6.8,1000,1h 55m
440. Big Rage,3.6,158,1h 55m
441. Last Night at Terrace Lanes,4.4,616,1h 15m
442. Lost Angels,7.1,21,1h 36m
443. Woman with the Red Lipstick,5.4,192,1h 27m
444. 1 Million Followers,4.8,657,1h 41m
445. Perewangan,5.6,114,1h 49m
446. All the Lost Ones,3.8,228,1h 45m
447. Frankenstein: Legacy,3.6,198,1h 41m
448. A Desert,6.2,155,1h 43m
449. Gazer,6.3,98,1h 54m
